Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Gender,CustomerName,City,State,Country,Continent,Product Name,Brand,Category,Subcategory,Unit Cost USD,Unit Price USD,Revenue_USD,Cost_USD,Profit_USD
387005,1,22-01-2016 00:00,24-02-2021 00:00,938399,36,1816,3,GBP,Male,Alfie Stephens,MENSTRIE,Falkirk,United Kingdom,Europe,MGS Age of Empires II Gold Edition2009 E172,Tailspin Toys,Games and Toys,Download Games,16.31,32,96,48.93,47.07
387005,2,22-01-2016 00:00,24-02-2021 00:00,938399,36,982,2,GBP,Male,Alfie Stephens,MENSTRIE,Falkirk,United Kingdom,Europe,A. Datum Bridge Digital Camera M300 Pink,A. Datum,Cameras and camcorders,Digital Cameras,85.95,186.9,373.8,171.9,201.9
387005,3,22-01-2016 00:00,24-02-2021 00:00,938399,36,442,1,GBP,Male,Alfie Stephens,MENSTRIE,Falkirk,United Kingdom,Europe,WWI Desktop PC1.80 E1801 Silver,Wide World Importers,Computers,Desktops,137.6,269.9,269.9,137.6,132.3
387006,1,22-01-2016 00:00,25-02-2021 00:00,1616350,51,1576,1,USD,Male,Amos Carter,Muscoy,California,United States,North America,SV DVD Movies E100 Yellow,Southridge Video,"Music, Movies and Audio Books",Movie DVD,6.62,12.99,12.99,6.62,6.37
387007,1,22-01-2016 00:00,27-02-2021 00:00,549936,24,1264,2,EUR,Female,Nadine Osterhagen,Alesheim,Freistaat Bayern,Germany,Europe,Contoso Rechargeable Battery Pack E310 Black,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,35.68,69.99,139.98,71.36,68.62
387007,2,22-01-2016 00:00,27-02-2021 00:00,549936,24,1529,3,EUR,Female,Nadine Osterhagen,Alesheim,Freistaat Bayern,Germany,Europe,The Phone Company PDA Handheld 3.5 inch M610 Black,The Phone Company,Cell phones,Smart phones & PDAs,117.27,255,765,351.81,413.19
387007,3,22-01-2016 00:00,27-02-2021 00:00,549936,24,1612,4,EUR,Female,Nadine Osterhagen,Alesheim,Freistaat Bayern,Germany,Europe,SV DVD 12-Inch Player Portable M400 White,Southridge Video,"Music, Movies and Audio Books",Movie DVD,82.77,179.99,719.96,331.08,388.88
388000,1,23-01-2016 00:00,20-02-2021 00:00,97611,5,928,6,AUD,Male,James Steinfeld,MERLYNSTON,Victoria,Australia,Australia,SV 512MB Laptop memory E800 Silver,Southridge Video,Computers,Computers Accessories,17.33,33.99,203.94,103.98,99.96
388000,2,23-01-2016 00:00,20-02-2021 00:00,97611,5,1045,7,AUD,Male,James Steinfeld,MERLYNSTON,Victoria,Australia,Australia,"A. Datum SLR Camera 35 X358 Black""",A. Datum,Cameras and camcorders,Digital SLR Cameras,194.82,588,4116,1363.74,2752.26
388000,3,23-01-2016 00:00,20-02-2021 00:00,97611,5,1627,6,AUD,Male,James Steinfeld,MERLYNSTON,Victoria,Australia,Australia,Contoso DVD 48 DVD Storage Binder M50 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,8.27,17.99,107.94,49.62,58.32
388001,1,23-01-2016 00:00,27-01-2016 00:00,1730210,0,1616,1,USD,Male,Ralph Wilson,Clewiston,Florida,United States,North America,Contoso DVD Player M100 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,26.21,56.99,56.99,26.21,30.78
388002,1,23-01-2016 00:00,24-02-2021 00:00,962533,36,460,2,GBP,Female,Alicia Gregory,RUSHMERE,Suffolk,United Kingdom,Europe,WWI Desktop PC1.80 E1802 White,Wide World Importers,Computers,Desktops,152.9,299.9,599.8,305.8,294
388002,2,23-01-2016 00:00,24-02-2021 00:00,962533,36,489,2,GBP,Female,Alicia Gregory,RUSHMERE,Suffolk,United Kingdom,Europe,Adventure Works LCD24 X300 Black,Adventure Works,Computers,Monitors,271.35,819,1638,542.7,1095.3
388003,1,23-01-2016 00:00,26-02-2021 00:00,205077,10,90,8,CAD,Female,Kathryn Mills,Vancouver,British Columbia,Canada,North America,NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Northwind Traders,Audio,Bluetooth Headphones,49.69,149.99,1199.92,397.52,802.4
388003,2,23-01-2016 00:00,26-02-2021 00:00,205077,10,945,1,CAD,Female,Kathryn Mills,Vancouver,British Columbia,Canada,North America,A. Datum Rangefinder Digital Camera X200 Black,A. Datum,Cameras and camcorders,Digital Cameras,66.26,200,200,66.26,133.74
388004,1,23-01-2016 00:00,31-01-2016 00:00,776431,0,2104,1,EUR,Male,Lionello Padovano,Casavecchia,Macerata,Italy,Europe,Contoso Water Heater 1.5GPM E0800 Silver,Contoso,Home Appliances,Water Heaters,131.28,257.5,257.5,131.28,126.22
388004,2,23-01-2016 00:00,31-01-2016 00:00,776431,0,618,3,EUR,Male,Lionello Padovano,Casavecchia,Macerata,Italy,Europe,WWI Screen 113in M1610 Black,Wide World Importers,Computers,Projectors & Screens,99.06,299,897,297.18,599.82
388005,1,23-01-2016 00:00,25-02-2021 00:00,1893487,55,1601,4,USD,Male,Dillon Pigford,Las Vegas,Nevada,United States,North America,SV DVD 9-Inch Player Portable M300 Black,Southridge Video,"Music, Movies and Audio Books",Movie DVD,73.57,159.99,639.96,294.28,345.68
388005,2,23-01-2016 00:00,25-02-2021 00:00,1893487,55,2388,9,USD,Male,Dillon Pigford,Las Vegas,Nevada,United States,North America,Proseware Air conditioner 6000BTU E180 White,Proseware,Home Appliances,Air Conditioners,101.96,199.99,1799.91,917.64,882.27
388006,1,23-01-2016 00:00,24-02-2021 00:00,1098143,41,1393,3,GBP,Female,Morgan Foster,LLANFILO,Llandrindod Wells,United Kingdom,Europe,Contoso In front of Centrex L15 Grey,Contoso,Cell phones,Home & Office Phones,15.57,46.99,140.97,46.71,94.26
388006,2,23-01-2016 00:00,24-02-2021 00:00,1098143,41,1627,2,GBP,Female,Morgan Foster,LLANFILO,Llandrindod Wells,United Kingdom,Europe,Contoso DVD 48 DVD Storage Binder M50 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,8.27,17.99,35.98,16.54,19.44
388006,3,23-01-2016 00:00,24-02-2021 00:00,1098143,41,133,1,GBP,Female,Morgan Foster,LLANFILO,Llandrindod Wells,United Kingdom,Europe,"Adventure Works 20 LCD HDTV M120 Silver""",Adventure Works,TV and Video,Televisions,160.93,349.95,349.95,160.93,189.02
388007,1,23-01-2016 00:00,24-02-2021 00:00,1112613,42,459,4,GBP,Female,Olivia Moore,FORDWICH,Canterbury,United Kingdom,Europe,WWI Desktop PC1.80 E1801 White,Wide World Importers,Computers,Desktops,137.6,269.9,1079.6,550.4,529.2
388008,1,23-01-2016 00:00,24-02-2021 00:00,1170323,41,640,6,GBP,Male,Kieran Howarth,TORBEG,Aberdeenshire,United Kingdom,Europe,WWI Screen 113in M1610 Silver,Wide World Importers,Computers,Projectors & Screens,99.06,299,1794,594.36,1199.64
388008,2,23-01-2016 00:00,24-02-2021 00:00,1170323,41,1665,2,GBP,Male,Kieran Howarth,TORBEG,Aberdeenshire,United Kingdom,Europe,MGS Hand Games for 12-16 boys E600 Yellow,Tailspin Toys,Games and Toys,Boxed Games,2.54,4.99,9.98,5.08,4.9
388008,3,23-01-2016 00:00,24-02-2021 00:00,1170323,41,665,2,GBP,Male,Kieran Howarth,TORBEG,Aberdeenshire,United Kingdom,Europe,Proseware Photo Inkjet Printer E290 Black,Proseware,Computers,"Printers, Scanners & Fax",52,102,204,104,100
388008,4,23-01-2016 00:00,24-02-2021 00:00,1170323,41,158,1,GBP,Male,Kieran Howarth,TORBEG,Aberdeenshire,United Kingdom,Europe,"Adventure Works 37 1080p LCD HDTV M150W Black""",Adventure Works,TV and Video,Televisions,505.85,1099.99,1099.99,505.85,594.14
388008,5,23-01-2016 00:00,24-02-2021 00:00,1170323,41,96,3,GBP,Male,Kieran Howarth,TORBEG,Aberdeenshire,United Kingdom,Europe,WWI Stereo Bluetooth Headphones E1000 White,Wide World Importers,Audio,Bluetooth Headphones,34.36,67.4,202.2,103.08,99.12
388009,1,23-01-2016 00:00,24-02-2021 00:00,930705,40,1585,3,GBP,Female,Elizabeth Butler,SHAMBELLIE,Dumfriesshire,United Kingdom,Europe,SV DVD 60 DVD Storage Binder L20 Black,Southridge Video,"Music, Movies and Audio Books",Movie DVD,7.58,22.89,68.67,22.74,45.93
388010,1,23-01-2016 00:00,24-02-2021 00:00,1001228,39,827,4,GBP,Female,Victoria Waters,WORTHEN,Shropshire,United Kingdom,Europe,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Grey,Contoso,Computers,Computers Accessories,11.23,33.9,135.6,44.92,90.68
388010,2,23-01-2016 00:00,24-02-2021 00:00,1001228,39,1139,1,GBP,Female,Victoria Waters,WORTHEN,Shropshire,United Kingdom,Europe,"Fabrikam SLR Camera 35 M358 Orange""",Fabrikam,Cameras and camcorders,Digital SLR Cameras,150.84,328,328,150.84,177.16
388011,1,23-01-2016 00:00,25-02-2021 00:00,1702898,61,454,5,USD,Male,Dee Pickens,Greenville,South Carolina,United States,North America,WWI Desktop PC1.80 E1801 Brown,Wide World Importers,Computers,Desktops,137.6,269.9,1349.5,688,661.5
388011,2,23-01-2016 00:00,25-02-2021 00:00,1702898,61,50,1,USD,Male,Dee Pickens,Greenville,South Carolina,United States,North America,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Audio,Recording Pen,91.95,199.95,199.95,91.95,108
388011,3,23-01-2016 00:00,25-02-2021 00:00,1702898,61,1653,2,USD,Male,Dee Pickens,Greenville,South Carolina,United States,North America,Contoso DVD 7-Inch Player Portable E200 Silver,Contoso,"Music, Movies and Audio Books",Movie DVD,56.08,109.99,219.98,112.16,107.82
388011,4,23-01-2016 00:00,25-02-2021 00:00,1702898,61,2094,1,USD,Male,Dee Pickens,Greenville,South Carolina,United States,North America,Contoso Water Heater 1.5GPM E0800 Blue,Contoso,Home Appliances,Water Heaters,131.28,257.5,257.5,131.28,126.22
388011,5,23-01-2016 00:00,25-02-2021 00:00,1702898,61,1692,3,USD,Male,Dee Pickens,Greenville,South Carolina,United States,North America,SV Hand Games for students E40 Black,Southridge Video,Games and Toys,Boxed Games,3.56,6.99,20.97,10.68,10.29
388011,6,23-01-2016 00:00,25-02-2021 00:00,1702898,61,2106,7,USD,Male,Dee Pickens,Greenville,South Carolina,United States,North America,Contoso Water Heater 4.3GPM M1250 Grey,Contoso,Home Appliances,Water Heaters,403.53,877.5,6142.5,2824.71,3317.79
388011,7,23-01-2016 00:00,25-02-2021 00:00,1702898,61,1211,2,USD,Male,Dee Pickens,Greenville,South Carolina,United States,North America,Fabrikam Business Videographer 2/3'' 17mm M280 Grey,Fabrikam,Cameras and camcorders,Camcorders,390.88,850,1700,781.76,918.24
388012,1,23-01-2016 00:00,25-02-2021 00:00,2086544,50,2113,1,USD,Female,Andrea Trommler,Manassas,Virginia,United States,North America,Contoso Water Heater 2.6GPM E0900 Red,Contoso,Home Appliances,Water Heaters,258.99,508,508,258.99,249.01
388012,2,23-01-2016 00:00,25-02-2021 00:00,2086544,50,69,2,USD,Female,Andrea Trommler,Manassas,Virginia,United States,North America,NT Bluetooth Stereo Headphones E52 Pink,Northwind Traders,Audio,Bluetooth Headphones,13.1,25.69,51.38,26.2,25.18
388013,1,23-01-2016 00:00,30-01-2016 00:00,1559552,0,1657,1,USD,Female,Dora Fauntleroy,Elmsford,New York,United States,North America,Contoso DVD 12-Inch Player Portable M400 White,Contoso,"Music, Movies and Audio Books",Movie DVD,82.77,179.99,179.99,82.77,97.22
388014,1,23-01-2016 00:00,25-02-2021 00:00,1671541,57,1586,1,USD,Female,Lela Cook,Myra,Texas,United States,North America,SV DVD 55DVD Storage Binder M56 Black,Southridge Video,"Music, Movies and Audio Books",Movie DVD,5.82,12.66,12.66,5.82,6.84
388014,2,23-01-2016 00:00,25-02-2021 00:00,1671541,57,1786,4,USD,Female,Lela Cook,Myra,Texas,United States,North America,MGS Zoo Tycoon 2008 E142,Tailspin Toys,Games and Toys,Download Games,21.92,43,172,87.68,84.32
388014,3,23-01-2016 00:00,25-02-2021 00:00,1671541,57,2501,4,USD,Female,Lela Cook,Myra,Texas,United States,North America,Contoso Phone Tough Skin Case E140 Pink,Contoso,Cell phones,Cell phones Accessories,12.09,23.72,94.88,48.36,46.52
390000,1,25-01-2016 00:00,25-02-2021 00:00,1699570,59,1581,1,USD,Male,John Iraheta,Portland,Oregon,United States,North America,SV DVD Recorder L240 Gold,Southridge Video,"Music, Movies and Audio Books",Movie DVD,72.56,219,219,72.56,146.44
390000,2,25-01-2016 00:00,25-02-2021 00:00,1699570,59,2351,2,USD,Male,John Iraheta,Portland,Oregon,United States,North America,Contoso Air conditioner 8000BTU M0320 White,Contoso,Home Appliances,Air Conditioners,183.94,399.99,799.98,367.88,432.1
390001,1,25-01-2016 00:00,25-02-2021 00:00,1301552,51,189,2,USD,Male,Russell Whitehurst,Sylvester,Georgia,United States,North America,SV 16xDVD M360 Silver,Southridge Video,TV and Video,VCD & DVD,58.36,126.9,253.8,116.72,137.08
390001,2,25-01-2016 00:00,25-02-2021 00:00,1301552,51,1617,7,USD,Male,Russell Whitehurst,Sylvester,Georgia,United States,North America,Contoso DVD Player M110 Silver,Contoso,"Music, Movies and Audio Books",Movie DVD,26.67,57.99,405.93,186.69,219.24
390001,3,25-01-2016 00:00,25-02-2021 00:00,1301552,51,175,2,USD,Male,Russell Whitehurst,Sylvester,Georgia,United States,North America,SV 16xDVD M350 Black,Southridge Video,TV and Video,VCD & DVD,53.76,116.9,233.8,107.52,126.28
390001,4,25-01-2016 00:00,25-02-2021 00:00,1301552,51,186,2,USD,Male,Russell Whitehurst,Sylvester,Georgia,United States,North America,SV 8xDVD E120 Silver,Southridge Video,TV and Video,VCD & DVD,45.83,89.9,179.8,91.66,88.14
390001,6,25-01-2016 00:00,25-02-2021 00:00,1301552,51,1605,1,USD,Male,Russell Whitehurst,Sylvester,Georgia,United States,North America,SV DVD 15-Inch Player Portable L200 Black,Southridge Video,"Music, Movies and Audio Books",Movie DVD,96.08,289.99,289.99,96.08,193.91
390002,1,25-01-2016 00:00,25-02-2021 00:00,2029518,0,537,3,USD,Male,Jan Berg,Los Angeles,California,United States,North America,WWI LCD17W E200 White,Wide World Importers,Computers,Monitors,65.77,129,387,197.31,189.69
390002,2,25-01-2016 00:00,25-02-2021 00:00,2029518,0,1636,2,USD,Male,Jan Berg,Los Angeles,California,United States,North America,Contoso DVD 55DVD Storage Binder M56 Silver,Contoso,"Music, Movies and Audio Books",Movie DVD,5.82,12.66,25.32,11.64,13.68
390002,3,25-01-2016 00:00,25-02-2021 00:00,2029518,0,1581,1,USD,Male,Jan Berg,Los Angeles,California,United States,North America,SV DVD Recorder L240 Gold,Southridge Video,"Music, Movies and Audio Books",Movie DVD,72.56,219,219,72.56,146.44
390002,4,25-01-2016 00:00,25-02-2021 00:00,2029518,0,1792,2,USD,Male,Jan Berg,Los Angeles,California,United States,North America,MGS Age of Mythology: The Titans Expansion 2009 E148,Tailspin Toys,Games and Toys,Download Games,21.92,43,86,43.84,42.16
390002,5,25-01-2016 00:00,25-02-2021 00:00,2029518,0,458,1,USD,Male,Jan Berg,Los Angeles,California,United States,North America,WWI Desktop PC1.80 E1800 White,Wide World Importers,Computers,Desktops,117.21,229.9,229.9,117.21,112.69
390003,1,25-01-2016 00:00,26-02-2021 00:00,253233,10,1635,1,CAD,Female,Elva Wong,Port Perry,Ontario,Canada,North America,Contoso DVD 60 DVD Storage Binder L20 Silver,Contoso,"Music, Movies and Audio Books",Movie DVD,7.58,22.89,22.89,7.58,15.31
390004,1,25-01-2016 00:00,25-02-2021 00:00,1321513,48,152,2,USD,Female,Carol Woodham,Houston,Texas,United States,North America,"Adventure Works 40 LCD HDTV M690 Brown""",Adventure Works,TV and Video,Televisions,392.6,1184.97,2369.94,785.2,1584.74
390005,1,25-01-2016 00:00,27-02-2021 00:00,549766,22,1558,3,EUR,Female,Johanna Nacht,Schiffweiler,Freistaat Thüringen,Germany,Europe,The Phone Company PDA Wifi 4.7-inch L290 White,The Phone Company,Cell phones,Smart phones & PDAs,125.9,380,1140,377.7,762.3
390005,2,25-01-2016 00:00,27-02-2021 00:00,549766,22,1594,1,EUR,Female,Johanna Nacht,Schiffweiler,Freistaat Thüringen,Germany,Europe,SV DVD 38 DVD Storage Binder E25 Red,Southridge Video,"Music, Movies and Audio Books",Movie DVD,5.09,9.99,9.99,5.09,4.9
391000,1,26-01-2016 00:00,27-02-2021 00:00,881876,32,2108,1,EUR,Male,Damiën Otterspeer,Capelle aan den IJssel,Zuid-Holland,Netherlands,Europe,Contoso Water Heater 2.6GPM E0900 Grey,Contoso,Home Appliances,Water Heaters,258.99,508,508,258.99,249.01
391000,2,26-01-2016 00:00,27-02-2021 00:00,881876,32,143,1,EUR,Male,Damiën Otterspeer,Capelle aan den IJssel,Zuid-Holland,Netherlands,Europe,"Adventure Works 15.6 LCD TV M130W White""",Adventure Works,TV and Video,Televisions,152.94,299.99,299.99,152.94,147.05
391000,3,26-01-2016 00:00,27-02-2021 00:00,881876,32,1662,2,EUR,Male,Damiën Otterspeer,Capelle aan den IJssel,Zuid-Holland,Netherlands,Europe,MGS Hand Games for students E400 Yellow,Tailspin Toys,Games and Toys,Boxed Games,3.56,6.99,13.98,7.12,6.86
391001,1,26-01-2016 00:00,26-02-2021 00:00,361945,0,1841,1,CAD,Male,Charles Hutchison,Calgary,Alberta,Canada,North America,Litware Washer & Dryer 15.5in E150 Blue,Litware,Home Appliances,Washers & Dryers,509.32,999,999,509.32,489.68
391002,1,26-01-2016 00:00,25-02-2021 00:00,1201225,45,1636,1,USD,Male,John Lally,Irvine,California,United States,North America,Contoso DVD 55DVD Storage Binder M56 Silver,Contoso,"Music, Movies and Audio Books",Movie DVD,5.82,12.66,12.66,5.82,6.84
391002,2,26-01-2016 00:00,25-02-2021 00:00,1201225,45,1325,1,USD,Male,John Lally,Irvine,California,United States,North America,Contoso Electronic Private Automatic Branch Exchange M90 Black,Contoso,Cell phones,Home & Office Phones,18.39,39.99,39.99,18.39,21.6
391003,1,26-01-2016 00:00,25-02-2021 00:00,1427869,44,1370,1,USD,Male,Wyatt Holquin,Huntington,New York,United States,North America,Contoso Expandable1-Handset Cordless Phone System M207 White,Contoso,Cell phones,Home & Office Phones,21.82,47.44,47.44,21.82,25.62
391003,2,26-01-2016 00:00,25-02-2021 00:00,1427869,44,1280,6,USD,Male,Wyatt Holquin,Huntington,New York,United States,North America,Contoso General Soft Carrying Case E318 Silver,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,7.64,14.99,89.94,45.84,44.1
391004,1,26-01-2016 00:00,27-02-2021 00:00,444160,19,1588,3,EUR,Male,Tom Scholz,Berlin Neukölln,Berlin,Germany,Europe,SV DVD 58 DVD Storage Binder M55 Silver,Southridge Video,"Music, Movies and Audio Books",Movie DVD,6.39,13.89,41.67,19.17,22.5
391004,2,26-01-2016 00:00,27-02-2021 00:00,444160,19,69,6,EUR,Male,Tom Scholz,Berlin Neukölln,Berlin,Germany,Europe,NT Bluetooth Stereo Headphones E52 Pink,Northwind Traders,Audio,Bluetooth Headphones,13.1,25.69,154.14,78.6,75.54
391006,1,26-01-2016 00:00,25-02-2021 00:00,1885990,51,1467,1,USD,Female,Mary Doty,Whitesville,Missouri,United States,North America,Contoso Sharp Touch Screen Phones M910 Black,Contoso,Cell phones,Touch Screen Phones,138.42,301,301,138.42,162.58
391006,2,26-01-2016 00:00,25-02-2021 00:00,1885990,51,1590,2,USD,Female,Mary Doty,Whitesville,Missouri,United States,North America,SV DVD 60 DVD Storage Binder L20 Silver,Southridge Video,"Music, Movies and Audio Books",Movie DVD,7.58,22.89,45.78,15.16,30.62
391007,1,26-01-2016 00:00,20-02-2021 00:00,125950,6,1705,1,AUD,Female,Isabelle Primrose,BANKSMEADOW,New South Wales,Australia,Australia,SV Hand Games men M30 Silver,Southridge Video,Games and Toys,Boxed Games,3.16,6.88,6.88,3.16,3.72
391007,2,26-01-2016 00:00,20-02-2021 00:00,125950,6,138,1,AUD,Female,Isabelle Primrose,BANKSMEADOW,New South Wales,Australia,Australia,"Adventure Works 32 LCD HDTV M130 Black""",Adventure Works,TV and Video,Televisions,229.93,499.99,499.99,229.93,270.06
392000,1,27-01-2016 00:00,25-02-2021 00:00,1302998,51,1613,3,USD,Female,Jean Williams,Tremont,Pennsylvania,United States,North America,SV DVD 7-Inch Player Portable E200 White,Southridge Video,"Music, Movies and Audio Books",Movie DVD,56.08,109.99,329.97,168.24,161.73
392000,2,27-01-2016 00:00,25-02-2021 00:00,1302998,51,1490,1,USD,Female,Jean Williams,Tremont,Pennsylvania,United States,North America,The Phone Company Smart phones without camera E100 White,The Phone Company,Cell phones,Smart phones & PDAs,65.77,129,129,65.77,63.23
392001,1,27-01-2016 00:00,25-02-2021 00:00,1227891,54,155,2,USD,Female,Michelle Gordon,Dallas,Texas,United States,North America,"Adventure Works 26 720p LCD HDTV M140 White""",Adventure Works,TV and Video,Televisions,216.12,469.97,939.94,432.24,507.7
392002,1,27-01-2016 00:00,25-02-2021 00:00,1855347,59,430,2,USD,Female,Anna Johnson,Beaverton,Oregon,United States,North America,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Computers,Desktops,137.63,269.95,539.9,275.26,264.64
392002,2,27-01-2016 00:00,25-02-2021 00:00,1855347,59,1168,1,USD,Female,Anna Johnson,Beaverton,Oregon,United States,North America,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 White,Fabrikam,Cameras and camcorders,Camcorders,275.92,600,600,275.92,324.08
392002,3,27-01-2016 00:00,25-02-2021 00:00,1855347,59,144,2,USD,Female,Anna Johnson,Beaverton,Oregon,United States,North America,"Adventure Works 15.6 LCD TV M130W Brown""",Adventure Works,TV and Video,Televisions,152.94,299.99,599.98,305.88,294.1
392002,4,27-01-2016 00:00,25-02-2021 00:00,1855347,59,2298,2,USD,Female,Anna Johnson,Beaverton,Oregon,United States,North America,Proseware Wall Lamp E0215 Grey,Proseware,Home Appliances,Lamps,61.17,119.99,239.98,122.34,117.64
392003,1,27-01-2016 00:00,25-02-2021 00:00,1471397,0,156,8,USD,Female,Elizabeth Peete,La Plata,Missouri,United States,North America,"Adventure Works 26 720p LCD HDTV M140 Brown""",Adventure Works,TV and Video,Televisions,216.12,469.97,3759.76,1728.96,2030.8
392004,1,27-01-2016 00:00,27-02-2021 00:00,401785,0,2118,3,EUR,Female,Katrin Eiffel,Niederstotzingen,Baden-Württemberg,Germany,Europe,Contoso Coffee Maker 12C M1000 Black,Contoso,Home Appliances,Coffee Machines,204.64,445,1335,613.92,721.08
392004,2,27-01-2016 00:00,27-02-2021 00:00,401785,0,1441,2,EUR,Female,Katrin Eiffel,Niederstotzingen,Baden-Württemberg,Germany,Europe,The Phone Company Touch Screen Phones - LCD M12 Grey,The Phone Company,Cell phones,Touch Screen Phones,91.97,200,400,183.94,216.06
392004,3,27-01-2016 00:00,27-02-2021 00:00,401785,0,1449,2,EUR,Female,Katrin Eiffel,Niederstotzingen,Baden-Württemberg,Germany,Europe,The Phone Company Touch Screen Phones Infrared M901 Gold,The Phone Company,Cell phones,Touch Screen Phones,137.96,300,600,275.92,324.08
392004,4,27-01-2016 00:00,27-02-2021 00:00,401785,0,1698,1,EUR,Female,Katrin Eiffel,Niederstotzingen,Baden-Württemberg,Germany,Europe,SV Hand Games for students E40 Red,Southridge Video,Games and Toys,Boxed Games,3.56,6.99,6.99,3.56,3.43
392004,5,27-01-2016 00:00,27-02-2021 00:00,401785,0,2006,1,EUR,Female,Katrin Eiffel,Niederstotzingen,Baden-Württemberg,Germany,Europe,Fabrikam Microwave 0.8CuFt E0800 Red,Fabrikam,Home Appliances,Microwaves,48.43,94.99,94.99,48.43,46.56
392005,1,27-01-2016 00:00,25-02-2021 00:00,1458301,48,1586,1,USD,Male,William Templin,Nashville,Tennessee,United States,North America,SV DVD 55DVD Storage Binder M56 Black,Southridge Video,"Music, Movies and Audio Books",Movie DVD,5.82,12.66,12.66,5.82,6.84
392005,2,27-01-2016 00:00,25-02-2021 00:00,1458301,48,1050,1,USD,Male,William Templin,Nashville,Tennessee,United States,North America,A. Datum SLR Camera M136 Silver,A. Datum,Cameras and camcorders,Digital SLR Cameras,143.48,312,312,143.48,168.52
392005,3,27-01-2016 00:00,25-02-2021 00:00,1458301,48,1100,6,USD,Male,William Templin,Nashville,Tennessee,United States,North America,Contoso SLR Camera X145 Blue,Contoso,Cameras and camcorders,Digital SLR Cameras,209.39,632,3792,1256.34,2535.66
392005,4,27-01-2016 00:00,25-02-2021 00:00,1458301,48,1607,9,USD,Male,William Templin,Nashville,Tennessee,United States,North America,SV DVD 12-Inch Player Portable M400 Silver,Southridge Video,"Music, Movies and Audio Books",Movie DVD,82.77,179.99,1619.91,744.93,874.98
392006,1,27-01-2016 00:00,25-02-2021 00:00,1310403,65,149,6,USD,Male,Derrick Burleson,Pascagoula,Mississippi,United States,North America,"Adventure Works 40 LCD HDTV M690 Silver""",Adventure Works,TV and Video,Televisions,392.6,1184.97,7109.82,2355.6,4754.22
392006,2,27-01-2016 00:00,25-02-2021 00:00,1310403,65,1863,2,USD,Male,Derrick Burleson,Pascagoula,Mississippi,United States,North America,NT Washer & Dryer 25.5in M2550 Green,Northwind Traders,Home Appliances,Washers & Dryers,915.08,1989.9,3979.8,1830.16,2149.64
392007,1,27-01-2016 00:00,24-02-2021 00:00,1079159,41,84,5,GBP,Female,Katie Nixon,TELSCOMBE,Lewes,United Kingdom,Europe,NT Wireless Bluetooth Stereo Headphones M402 Red,Northwind Traders,Audio,Bluetooth Headphones,45.98,99.99,499.95,229.9,270.05
392007,2,27-01-2016 00:00,24-02-2021 00:00,1079159,41,1573,2,GBP,Female,Katie Nixon,TELSCOMBE,Lewes,United Kingdom,Europe,SV DVD Player M120 White,Southridge Video,"Music, Movies and Audio Books",Movie DVD,27.13,58.99,117.98,54.26,63.72
392007,3,27-01-2016 00:00,24-02-2021 00:00,1079159,41,185,1,GBP,Female,Katie Nixon,TELSCOMBE,Lewes,United Kingdom,Europe,SV 22xDVD X680 Silver,Southridge Video,TV and Video,VCD & DVD,55.99,169,169,55.99,113.01
392008,1,27-01-2016 00:00,24-02-2021 00:00,992150,39,1659,3,GBP,Female,Amelie Wood,SPINDLESTONE,Northumberland,United Kingdom,Europe,Contoso DVD 14-Inch Player Portable L100 White,Contoso,"Music, Movies and Audio Books",Movie DVD,86.14,259.99,779.97,258.42,521.55
392009,1,27-01-2016 00:00,25-02-2021 00:00,1724829,54,2161,3,USD,Female,Lisa Johnson,Reseda,California,United States,North America,Adventure Works Coffee Maker Auto 5C E090 Grey,Adventure Works,Home Appliances,Coffee Machines,83.1,163,489,249.3,239.7
392009,2,27-01-2016 00:00,25-02-2021 00:00,1724829,54,1387,1,USD,Female,Lisa Johnson,Reseda,California,United States,North America,Contoso Hybrid system M60 Grey,Contoso,Cell phones,Home & Office Phones,13.33,28.99,28.99,13.33,15.66
392010,1,27-01-2016 00:00,27-02-2021 00:00,651767,18,1629,5,EUR,Male,Aloin Dandonneau,NOGENT-SUR-MARNE,Île-de-France,France,Europe,Contoso DVD 38 DVD Storage Binder E25 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,5.09,9.99,49.95,25.45,24.5
392010,2,27-01-2016 00:00,27-02-2021 00:00,651767,18,522,1,EUR,Male,Aloin Dandonneau,NOGENT-SUR-MARNE,Île-de-France,France,Europe,WWI LCD20W M250 Black,Wide World Importers,Computers,Monitors,128.3,279,279,128.3,150.7
